2026-07-03 02:09:07,656 P1376498 INFO ---- Model: ----MSTGAD-b9fc6026----random_seed : 1----req_loss_approach : Normal-Recreation----rec_lambda : 1.0----auxi_lambda : 0.1----Freq Domain : encoder_decoder----Multi Fits : false----train : True----evaluate : False
2026-07-03 02:09:07,656 P1376498 INFO Load from /home/db2003/Desktop/Amr/Tests/Eadro/codes/chunks/SN
2026-07-03 02:09:09,655 P1376498 INFO Fewshot: training with 1.0 of the 70% of the data
2026-07-03 02:09:22,243 P1376498 INFO Trainable Parameters Breakdown:
2026-07-03 02:09:22,244 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,244 P1376498 INFO Reconstruction-Specific Parameters:
2026-07-03 02:09:22,244 P1376498 INFO encoder.spatial_attention.0.node2node.att | shape: (1, 4, 10)                | params: 40
2026-07-03 02:29:01,294 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:01,294 P1376498 INFO 162/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:06,437 P1376498 INFO Epoch 162/300, all_loss:0.36615 cls_loss:0.34569 rec_loss:2.39106 [5.14s]; best loss:0.28762, patience : 2
2026-07-03 02:29:07,713 P1376498 INFO pr:0.9895  rc:0.9867  auc:0.9992 ap:0.9989 f1: 0.9881 pred_right: 43565 pred_wrong:3235 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:29:08,228 P1376498 INFO pr:0.9811  rc:0.9811  auc:0.9971 ap:0.9971 f1: 0.9811 pred_right: 17874 pred_wrong:1326 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:08,228 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:08,229 P1376498 INFO 163/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:13,560 P1376498 INFO Epoch 163/300, all_loss:0.25577 cls_loss:0.23413 rec_loss:2.39868 [5.31s]; best loss:0.25577, patience : 0
2026-07-03 02:29:14,873 P1376498 INFO pr:0.9871  rc:0.9926  auc:0.9991 ap:0.9986 f1: 0.9898 pred_right: 43544 pred_wrong:3256 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:29:15,405 P1376498 INFO pr:0.9812  rc:0.9864  auc:0.9969 ap:0.9968 f1: 0.9838 pred_right: 17867 pred_wrong:1333 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:15,431 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:15,431 P1376498 INFO 164/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:20,519 P1376498 INFO Epoch 164/300, all_loss:0.32051 cls_loss:0.29915 rec_loss:2.43583 [5.09s]; best loss:0.25577, patience : 1
2026-07-03 02:29:21,790 P1376498 INFO pr:0.9811  rc:0.9938  auc:0.9992 ap:0.9974 f1: 0.9874 pred_right: 43516 pred_wrong:3284 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:29:23,169 P1376498 INFO pr:0.9747  rc:0.9872  auc:0.9972 ap:0.9966 f1: 0.9809 pred_right: 17857 pred_wrong:1343 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:23,169 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:23,169 P1376498 INFO 165/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:27,553 P1376498 INFO Epoch 165/300, all_loss:0.30657 cls_loss:0.28554 rec_loss:2.38838 [4.38s]; best loss:0.25577, patience : 1
2026-07-03 02:29:28,551 P1376498 INFO pr:0.9847  rc:0.9901  auc:0.9986 ap:0.9961 f1: 0.9874 pred_right: 43540 pred_wrong:3260 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:29:28,993 P1376498 INFO pr:0.9833  rc:0.9759  auc:0.9968 ap:0.9964 f1: 0.9796 pred_right: 17884 pred_wrong:1316 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:28,993 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:28,994 P1376498 INFO 166/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:33,696 P1376498 INFO Epoch 166/300, all_loss:0.25112 cls_loss:0.22877 rec_loss:2.46376 [4.68s]; best loss:0.25112, patience : 0
2026-07-03 02:29:34,921 P1376498 INFO pr:0.9841  rc:0.9911  auc:0.9988 ap:0.9944 f1: 0.9875 pred_right: 43536 pred_wrong:3264 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:29:35,464 P1376498 INFO pr:0.9870  rc:0.9766  auc:0.9965 ap:0.9961 f1: 0.9818 pred_right: 17888 pred_wrong:1312 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:35,465 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:35,465 P1376498 INFO 167/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:45,923 P1376498 INFO Epoch 167/300, all_loss:0.28045 cls_loss:0.25871 rec_loss:2.43249 [10.46s]; best loss:0.25112, patience : 1
2026-07-03 02:29:47,588 P1376498 INFO pr:0.9828  rc:0.9898  auc:0.9991 ap:0.9960 f1: 0.9863 pred_right: 43537 pred_wrong:3263 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:29:48,120 P1376498 INFO pr:0.9841  rc:0.9819  auc:0.9990 ap:0.9972 f1: 0.9830 pred_right: 17877 pred_wrong:1323 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:48,121 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:48,121 P1376498 INFO 168/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:29:53,414 P1376498 INFO Epoch 168/300, all_loss:0.33503 cls_loss:0.31402 rec_loss:2.41445 [5.29s]; best loss:0.25112, patience : 2
2026-07-03 02:29:54,676 P1376498 INFO pr:0.9892  rc:0.9895  auc:0.9993 ap:0.9983 f1: 0.9894 pred_right: 43558 pred_wrong:3242 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:29:55,213 P1376498 INFO pr:0.9871  rc:0.9789  auc:0.9987 ap:0.9978 f1: 0.9830 pred_right: 17885 pred_wrong:1315 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:29:55,213 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:29:55,213 P1376498 INFO 169/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:00,429 P1376498 INFO Epoch 169/300, all_loss:0.26348 cls_loss:0.24224 rec_loss:2.36604 [5.21s]; best loss:0.25112, patience : 2
2026-07-03 02:30:01,760 P1376498 INFO pr:0.9871  rc:0.9883  auc:0.9985 ap:0.9975 f1: 0.9877 pred_right: 43555 pred_wrong:3245 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:30:02,325 P1376498 INFO pr:0.9848  rc:0.9751  auc:0.9970 ap:0.9965 f1: 0.9799 pred_right: 17887 pred_wrong:1313 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:02,326 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:02,326 P1376498 INFO 170/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:07,368 P1376498 INFO Epoch 170/300, all_loss:0.31440 cls_loss:0.29305 rec_loss:2.42787 [5.04s]; best loss:0.25112, patience : 3
2026-07-03 02:30:08,682 P1376498 INFO pr:0.9880  rc:0.9914  auc:0.9994 ap:0.9983 f1: 0.9897 pred_right: 43550 pred_wrong:3250 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:30:09,197 P1376498 INFO pr:0.9901  rc:0.9811  auc:0.9984 ap:0.9982 f1: 0.9856 pred_right: 17886 pred_wrong:1314 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:09,197 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:09,197 P1376498 INFO 171/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:14,162 P1376498 INFO Epoch 171/300, all_loss:0.48619 cls_loss:0.46701 rec_loss:2.38481 [4.96s]; best loss:0.25112, patience : 4
2026-07-03 02:30:15,421 P1376498 INFO pr:0.9880  rc:0.9877  auc:0.9993 ap:0.9973 f1: 0.9878 pred_right: 43562 pred_wrong:3238 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:30:15,960 P1376498 INFO pr:0.9810  rc:0.9751  auc:0.9995 ap:0.9984 f1: 0.9781 pred_right: 17882 pred_wrong:1318 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:15,960 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:15,960 P1376498 INFO 172/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:21,088 P1376498 INFO Epoch 172/300, all_loss:0.23322 cls_loss:0.21118 rec_loss:2.41493 [5.10s]; best loss:0.23322, patience : 0
2026-07-03 02:30:22,313 P1376498 INFO pr:0.9880  rc:0.9907  auc:0.9989 ap:0.9967 f1: 0.9894 pred_right: 43552 pred_wrong:3248 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:30:22,852 P1376498 INFO pr:0.9849  rc:0.9834  auc:0.9967 ap:0.9967 f1: 0.9842 pred_right: 17876 pred_wrong:1324 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:22,852 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:22,852 P1376498 INFO 173/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:27,748 P1376498 INFO Epoch 173/300, all_loss:0.28067 cls_loss:0.25868 rec_loss:2.45860 [4.89s]; best loss:0.23322, patience : 1
2026-07-03 02:30:28,987 P1376498 INFO pr:0.9865  rc:0.9907  auc:0.9993 ap:0.9970 f1: 0.9886 pred_right: 43547 pred_wrong:3253 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:30:29,539 P1376498 INFO pr:0.9827  rc:0.9827  auc:0.9988 ap:0.9978 f1: 0.9827 pred_right: 17874 pred_wrong:1326 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:29,540 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:29,540 P1376498 INFO 174/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:34,403 P1376498 INFO Epoch 174/300, all_loss:0.36927 cls_loss:0.34954 rec_loss:2.32204 [4.86s]; best loss:0.23322, patience : 2
2026-07-03 02:30:35,672 P1376498 INFO pr:0.9822  rc:0.9898  auc:0.9989 ap:0.9956 f1: 0.9860 pred_right: 43533 pred_wrong:3267 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:30:36,224 P1376498 INFO pr:0.9789  rc:0.9804  auc:0.9982 ap:0.9975 f1: 0.9797 pred_right: 17872 pred_wrong:1328 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:36,224 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:36,224 P1376498 INFO 175/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:41,425 P1376498 INFO Epoch 175/300, all_loss:0.39215 cls_loss:0.37232 rec_loss:2.35586 [5.20s]; best loss:0.23322, patience : 3
2026-07-03 02:30:43,558 P1376498 INFO pr:0.9880  rc:0.9904  auc:0.9990 ap:0.9963 f1: 0.9892 pred_right: 43550 pred_wrong:3250 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:30:44,003 P1376498 INFO pr:0.9871  rc:0.9796  auc:0.9978 ap:0.9975 f1: 0.9833 pred_right: 17884 pred_wrong:1316 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:44,004 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:44,004 P1376498 INFO 176/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:48,144 P1376498 INFO Epoch 176/300, all_loss:0.40619 cls_loss:0.38621 rec_loss:2.38430 [4.14s]; best loss:0.23322, patience : 4
2026-07-03 02:30:49,342 P1376498 INFO pr:0.9965  rc:0.9639  auc:0.9988 ap:0.9985 f1: 0.9799 pred_right: 43666 pred_wrong:3134 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:30:49,869 P1376498 INFO pr:0.9937  rc:0.9525  auc:0.9968 ap:0.9970 f1: 0.9727 pred_right: 17929 pred_wrong:1271 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:49,869 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:49,869 P1376498 INFO 177/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:30:54,692 P1376498 INFO Epoch 177/300, all_loss:0.27999 cls_loss:0.25855 rec_loss:2.40254 [4.82s]; best loss:0.23322, patience : 4
2026-07-03 02:30:57,041 P1376498 INFO pr:0.9919  rc:0.9892  auc:0.9994 ap:0.9987 f1: 0.9906 pred_right: 43572 pred_wrong:3228 actu_right: 43563 actu_wrong: 3237
2026-07-03 02:30:57,939 P1376498 INFO pr:0.9855  rc:0.9766  auc:0.9979 ap:0.9974 f1: 0.9811 pred_right: 17886 pred_wrong:1314 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:30:57,987 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:30:57,987 P1376498 INFO 178/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:07,058 P1376498 INFO Epoch 178/300, all_loss:0.33739 cls_loss:0.31681 rec_loss:2.37457 [9.07s]; best loss:0.23322, patience : 5
2026-07-03 02:31:08,456 P1376498 INFO pr:0.9790  rc:0.9944  auc:0.9993 ap:0.9983 f1: 0.9867 pred_right: 43509 pred_wrong:3291 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:31:09,008 P1376498 INFO pr:0.9682  rc:0.9887  auc:0.9985 ap:0.9955 f1: 0.9784 pred_right: 17846 pred_wrong:1354 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:09,009 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:09,009 P1376498 INFO 179/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:14,158 P1376498 INFO Epoch 179/300, all_loss:0.24393 cls_loss:0.22211 rec_loss:2.40426 [5.15s]; best loss:0.23322, patience : 5
2026-07-03 02:31:15,490 P1376498 INFO pr:0.9877  rc:0.9889  auc:0.9992 ap:0.9984 f1: 0.9883 pred_right: 43555 pred_wrong:3245 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:31:16,045 P1376498 INFO pr:0.9847  rc:0.9729  auc:0.9976 ap:0.9969 f1: 0.9788 pred_right: 17890 pred_wrong:1310 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:16,046 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:16,046 P1376498 INFO 180/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:21,054 P1376498 INFO Epoch 180/300, all_loss:0.39210 cls_loss:0.37192 rec_loss:2.39026 [5.01s]; best loss:0.23322, patience : 6
2026-07-03 02:31:22,368 P1376498 INFO pr:0.9864  rc:0.9880  auc:0.9989 ap:0.9978 f1: 0.9872 pred_right: 43555 pred_wrong:3245 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:31:22,897 P1376498 INFO pr:0.9774  rc:0.9804  auc:0.9967 ap:0.9959 f1: 0.9789 pred_right: 17870 pred_wrong:1330 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:22,898 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:22,898 P1376498 INFO 181/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:27,894 P1376498 INFO Epoch 181/300, all_loss:0.26318 cls_loss:0.24197 rec_loss:2.36299 [4.99s]; best loss:0.23322, patience : 6
2026-07-03 02:31:29,205 P1376498 INFO pr:0.9432  rc:0.9840  auc:0.9980 ap:0.9948 f1: 0.9631 pred_right: 43420 pred_wrong:3380 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:31:29,737 P1376498 INFO pr:0.9346  rc:0.9706  auc:0.9956 ap:0.9937 f1: 0.9523 pred_right: 17823 pred_wrong:1377 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:29,737 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:29,737 P1376498 INFO 182/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:34,737 P1376498 INFO Epoch 182/300, all_loss:0.48227 cls_loss:0.46381 rec_loss:2.31030 [5.00s]; best loss:0.23322, patience : 7
2026-07-03 02:31:35,964 P1376498 INFO pr:0.9790  rc:0.9920  auc:0.9991 ap:0.9956 f1: 0.9854 pred_right: 43514 pred_wrong:3286 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:31:36,467 P1376498 INFO pr:0.9745  rc:0.9781  auc:0.9975 ap:0.9968 f1: 0.9763 pred_right: 17869 pred_wrong:1331 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:36,467 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:36,467 P1376498 INFO 183/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:41,591 P1376498 INFO Epoch 183/300, all_loss:0.27453 cls_loss:0.25377 rec_loss:2.32906 [5.12s]; best loss:0.23322, patience : 7
2026-07-03 02:31:42,868 P1376498 INFO pr:0.9899  rc:0.9935  auc:0.9993 ap:0.9986 f1: 0.9917 pred_right: 43547 pred_wrong:3253 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:31:43,387 P1376498 INFO pr:0.9835  rc:0.9879  auc:0.9977 ap:0.9967 f1: 0.9857 pred_right: 17868 pred_wrong:1332 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:43,412 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:43,412 P1376498 INFO 184/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:48,520 P1376498 INFO Epoch 184/300, all_loss:0.33673 cls_loss:0.31642 rec_loss:2.34784 [5.11s]; best loss:0.23322, patience : 8
2026-07-03 02:31:49,867 P1376498 INFO pr:0.9879  rc:0.9855  auc:0.9991 ap:0.9984 f1: 0.9867 pred_right: 43569 pred_wrong:3231 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:31:50,429 P1376498 INFO pr:0.9839  rc:0.9691  auc:0.9967 ap:0.9958 f1: 0.9764 pred_right: 17894 pred_wrong:1306 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:50,430 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:50,430 P1376498 INFO 185/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:31:55,422 P1376498 INFO Epoch 185/300, all_loss:0.33989 cls_loss:0.31948 rec_loss:2.36057 [4.99s]; best loss:0.23322, patience : 9
2026-07-03 02:31:56,726 P1376498 INFO pr:0.9865  rc:0.9898  auc:0.9988 ap:0.9963 f1: 0.9881 pred_right: 43547 pred_wrong:3253 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:31:57,285 P1376498 INFO pr:0.9870  rc:0.9759  auc:0.9962 ap:0.9962 f1: 0.9814 pred_right: 17889 pred_wrong:1311 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:31:57,285 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:31:57,285 P1376498 INFO 186/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:02,873 P1376498 INFO Epoch 186/300, all_loss:0.31552 cls_loss:0.29423 rec_loss:2.42381 [5.59s]; best loss:0.23322, patience : 9
2026-07-03 02:32:03,899 P1376498 INFO pr:0.9826  rc:0.9914  auc:0.9988 ap:0.9975 f1: 0.9869 pred_right: 43529 pred_wrong:3271 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:32:04,332 P1376498 INFO pr:0.9761  rc:0.9842  auc:0.9965 ap:0.9947 f1: 0.9801 pred_right: 17863 pred_wrong:1337 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:04,333 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:04,333 P1376498 INFO 187/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:08,594 P1376498 INFO Epoch 187/300, all_loss:0.28183 cls_loss:0.26014 rec_loss:2.42855 [4.26s]; best loss:0.23322, patience : 9
2026-07-03 02:32:09,781 P1376498 INFO pr:0.9862  rc:0.9917  auc:0.9987 ap:0.9976 f1: 0.9889 pred_right: 43541 pred_wrong:3259 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:32:10,285 P1376498 INFO pr:0.9827  rc:0.9857  auc:0.9993 ap:0.9976 f1: 0.9842 pred_right: 17870 pred_wrong:1330 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:10,285 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:10,285 P1376498 INFO 188/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:16,800 P1376498 INFO Epoch 188/300, all_loss:0.31742 cls_loss:0.29670 rec_loss:2.36840 [6.51s]; best loss:0.23322, patience : 10
2026-07-03 02:32:18,963 P1376498 INFO pr:0.9810  rc:0.9901  auc:0.9994 ap:0.9977 f1: 0.9856 pred_right: 43531 pred_wrong:3269 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:32:19,880 P1376498 INFO pr:0.9767  rc:0.9804  auc:0.9988 ap:0.9968 f1: 0.9785 pred_right: 17869 pred_wrong:1331 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:19,881 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:19,881 P1376498 INFO 189/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:27,800 P1376498 INFO Epoch 189/300, all_loss:0.45579 cls_loss:0.43651 rec_loss:2.36462 [7.92s]; best loss:0.23322, patience : 11
2026-07-03 02:32:29,136 P1376498 INFO pr:0.9760  rc:0.9929  auc:0.9990 ap:0.9979 f1: 0.9844 pred_right: 43506 pred_wrong:3294 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:32:29,677 P1376498 INFO pr:0.9696  rc:0.9857  auc:0.9969 ap:0.9956 f1: 0.9776 pred_right: 17852 pred_wrong:1348 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:29,677 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:29,677 P1376498 INFO 190/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:34,720 P1376498 INFO Epoch 190/300, all_loss:0.30286 cls_loss:0.28208 rec_loss:2.35972 [5.04s]; best loss:0.23322, patience : 11
2026-07-03 02:32:36,033 P1376498 INFO pr:0.9901  rc:0.9843  auc:0.9989 ap:0.9970 f1: 0.9872 pred_right: 43573 pred_wrong:3227 actu_right: 43554 actu_wrong: 3246
2026-07-03 02:32:36,561 P1376498 INFO pr:0.9892  rc:0.9698  auc:0.9965 ap:0.9960 f1: 0.9794 pred_right: 17900 pred_wrong:1300 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:36,562 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:36,562 P1376498 INFO 191/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:41,738 P1376498 INFO Epoch 191/300, all_loss:0.32100 cls_loss:0.30112 rec_loss:2.28927 [5.17s]; best loss:0.23322, patience : 12
2026-07-03 02:32:42,989 P1376498 INFO pr:0.9938  rc:0.9917  auc:0.9993 ap:0.9986 f1: 0.9927 pred_right: 43568 pred_wrong:3232 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:32:43,542 P1376498 INFO pr:0.9893  rc:0.9774  auc:0.9977 ap:0.9976 f1: 0.9833 pred_right: 17890 pred_wrong:1310 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:43,567 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:43,567 P1376498 INFO 192/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:48,558 P1376498 INFO Epoch 192/300, all_loss:0.28006 cls_loss:0.25982 rec_loss:2.28386 [4.99s]; best loss:0.23322, patience : 12
2026-07-03 02:32:49,784 P1376498 INFO pr:0.9908  rc:0.9945  auc:0.9992 ap:0.9981 f1: 0.9926 pred_right: 43544 pred_wrong:3256 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:32:50,306 P1376498 INFO pr:0.9849  rc:0.9811  auc:0.9978 ap:0.9970 f1: 0.9830 pred_right: 17879 pred_wrong:1321 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:50,307 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:50,307 P1376498 INFO 193/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:32:55,285 P1376498 INFO Epoch 193/300, all_loss:0.27967 cls_loss:0.25910 rec_loss:2.31623 [4.98s]; best loss:0.23322, patience : 12
2026-07-03 02:32:56,534 P1376498 INFO pr:0.9808  rc:0.9904  auc:0.9991 ap:0.9976 f1: 0.9856 pred_right: 43527 pred_wrong:3273 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:32:57,050 P1376498 INFO pr:0.9745  rc:0.9804  auc:0.9970 ap:0.9961 f1: 0.9774 pred_right: 17866 pred_wrong:1334 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:32:57,050 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:32:57,050 P1376498 INFO 194/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:33:02,198 P1376498 INFO Epoch 194/300, all_loss:0.28193 cls_loss:0.26087 rec_loss:2.36681 [5.15s]; best loss:0.23322, patience : 13
2026-07-03 02:33:03,425 P1376498 INFO pr:0.9904  rc:0.9920  auc:0.9992 ap:0.9982 f1: 0.9912 pred_right: 43556 pred_wrong:3244 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:33:03,939 P1376498 INFO pr:0.9827  rc:0.9849  auc:0.9985 ap:0.9970 f1: 0.9838 pred_right: 17871 pred_wrong:1329 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:33:03,939 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:33:03,939 P1376498 INFO 195/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:33:09,266 P1376498 INFO Epoch 195/300, all_loss:0.24654 cls_loss:0.22523 rec_loss:2.35597 [5.33s]; best loss:0.23322, patience : 13
2026-07-03 02:33:10,552 P1376498 INFO pr:0.9859  rc:0.9932  auc:0.9994 ap:0.9976 f1: 0.9895 pred_right: 43536 pred_wrong:3264 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:33:11,091 P1376498 INFO pr:0.9804  rc:0.9811  auc:0.9965 ap:0.9960 f1: 0.9808 pred_right: 17873 pred_wrong:1327 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:33:11,091 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:33:11,091 P1376498 INFO 196/300 starting... lr: 0.0009000000000000001 para:0.01
2026-07-03 02:33:16,329 P1376498 INFO Epoch 196/300, all_loss:0.22105 cls_loss:0.19984 rec_loss:2.32079 [5.21s]; best loss:0.22105, patience : 0
2026-07-03 02:33:17,638 P1376498 INFO pr:0.9823  rc:0.9938  auc:0.9988 ap:0.9956 f1: 0.9880 pred_right: 43521 pred_wrong:3279 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:33:18,204 P1376498 INFO pr:0.9760  rc:0.9811  auc:0.9976 ap:0.9966 f1: 0.9786 pred_right: 17867 pred_wrong:1333 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:33:18,205 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:33:18,205 P1376498 INFO 197/300 starting... lr: 0.0009000000000000001 para:0.01
